FUN_000004-T1	note	CAZy:CE3
FUN_000013-T1	note	CAZy:AA7
FUN_000023-T1	note	CAZy:GH146
FUN_000081-T1	note	CAZy:GT17
FUN_000084-T1	note	CAZy:GH37
FUN_000100-T1	note	CAZy:GT57
FUN_000121-T1	note	CAZy:GH5
FUN_000165-T1	note	CAZy:GT22
FUN_000273-T1	note	CAZy:GH47
FUN_000305-T1	note	CAZy:GH37
FUN_000344-T1	note	CAZy:GH20
FUN_000356-T1	note	CAZy:GT2_Chitin_synth
FUN_000361-T1	note	CAZy:GH28
FUN_000457-T1	note	CAZy:GT35
FUN_000504-T1	note	CAZy:GT33
FUN_000517-T1	note	CAZy:GH76
FUN_000599-T1	note	CAZy:CE16
FUN_000604-T1	note	CAZy:GT4
FUN_000613-T1	note	CAZy:AA7
FUN_000625-T1	note	CAZy:AA9
FUN_000632-T1	note	CAZy:GH3
FUN_000669-T1	note	CAZy:GT64
FUN_000684-T1	note	CAZy:GT34
FUN_000714-T1	note	CAZy:GH43
FUN_000714-T1	note	CAZy:CBM91
FUN_000743-T1	note	CAZy:GT1
FUN_000780-T1	note	CAZy:GH13
FUN_000813-T1	note	CAZy:GH43
FUN_000814-T1	note	CAZy:PL26
FUN_000816-T1	note	CAZy:AA3
FUN_000872-T1	note	CAZy:GT2_Glyco_tranf_2
FUN_000876-T1	note	CAZy:AA4
FUN_000893-T1	note	CAZy:GH47
FUN_000930-T1	note	CAZy:GH3
FUN_000975-T1	note	CAZy:GH2
FUN_000988-T1	note	CAZy:GH76
FUN_001021-T1	note	CAZy:AA9
FUN_001029-T1	note	CAZy:GT50
FUN_001042-T1	note	CAZy:GH47
FUN_001083-T1	note	CAZy:GT22
FUN_001091-T1	note	CAZy:AA3
FUN_001115-T1	note	CAZy:GH16
FUN_001116-T1	note	CAZy:GT34
FUN_001138-T1	note	CAZy:GH16
FUN_001167-T1	note	CAZy:GH6
FUN_001183-T1	note	CAZy:GH38
FUN_001205-T1	note	CAZy:GT62
FUN_001263-T1	note	CAZy:GH43
FUN_001324-T1	note	CAZy:GT3
FUN_001375-T1	note	CAZy:AA7
FUN_001382-T1	note	CAZy:GH76
FUN_001404-T1	note	CAZy:AA11
FUN_001423-T1	note	CAZy:AA9
FUN_001430-T1	note	CAZy:PL4
FUN_001432-T1	note	CAZy:GH16
FUN_001454-T1	note	CAZy:GT21
FUN_001455-T1	note	CAZy:GH3
FUN_001459-T1	note	CAZy:GH11
FUN_001460-T1	note	CAZy:CE5
FUN_001516-T1	note	CAZy:GH3
FUN_001537-T1	note	CAZy:AA11
FUN_001619-T1	note	CAZy:GT32
FUN_001620-T1	note	CAZy:AA7
FUN_001629-T1	note	CAZy:GH43
FUN_001649-T1	note	CAZy:GT2_Chitin_synth
FUN_001650-T1	note	CAZy:GT2_Chitin_synth
FUN_001675-T1	note	CAZy:AA2
FUN_001696-T1	note	CAZy:GH13
FUN_001698-T1	note	CAZy:GT22
FUN_001807-T1	note	CAZy:GH7
FUN_001814-T1	note	CAZy:GH5
FUN_001828-T1	note	CAZy:GH3
FUN_001834-T1	note	CAZy:GH5
FUN_001862-T1	note	CAZy:GT15
FUN_001868-T1	note	CAZy:GH16
FUN_001994-T1	note	CAZy:GH125
FUN_002100-T1	note	CAZy:GT8
FUN_002103-T1	note	CAZy:GH81
FUN_002149-T1	note	CAZy:GT2_Glycos_transf
FUN_002161-T1	note	CAZy:CE4
FUN_002183-T1	note	CAZy:AA14
FUN_002190-T1	note	CAZy:GH1
FUN_002193-T1	note	CAZy:GH162
FUN_002198-T1	note	CAZy:GH105
FUN_002202-T1	note	CAZy:AA7
FUN_002215-T1	note	CAZy:GH31
FUN_002227-T1	note	CAZy:AA9
FUN_002231-T1	note	CAZy:GT2_Glyco_trans_2
FUN_002248-T1	note	CAZy:GH13
FUN_002262-T1	note	CAZy:GH3
FUN_002296-T1	note	CAZy:GT71
FUN_002298-T1	note	CAZy:PL1
FUN_002319-T1	note	CAZy:GH12
FUN_002326-T1	note	CAZy:CE5
FUN_002363-T1	note	CAZy:GT39
FUN_002403-T1	note	CAZy:GH43
FUN_002470-T1	note	CAZy:AA16
FUN_002498-T1	note	CAZy:GH16
FUN_002557-T1	note	CAZy:GH55
FUN_002560-T1	note	CAZy:AA1
FUN_002568-T1	note	CAZy:GH3
FUN_002598-T1	note	CAZy:GH1
FUN_002615-T1	note	CAZy:GH15
FUN_002615-T1	note	CAZy:CBM20
FUN_002643-T1	note	CAZy:GH47
FUN_002645-T1	note	CAZy:GH5
FUN_002806-T1	note	CAZy:GH105
FUN_002820-T1	note	CAZy:AA1
FUN_002822-T1	note	CAZy:AA3
FUN_002829-T1	note	CAZy:GH93
FUN_002845-T1	note	CAZy:AA7
FUN_002856-T1	note	CAZy:GH135
FUN_002873-T1	note	CAZy:GH3
FUN_002887-T1	note	CAZy:GH47
FUN_002961-T1	note	CAZy:GH47
FUN_002967-T1	note	CAZy:GT39
FUN_002968-T1	note	CAZy:GT69
