FUN_007168-T1	note	BUSCO:EOG0926004Z
FUN_007658-T1	note	BUSCO:EOG09260075
FUN_000191-T1	note	BUSCO:EOG0926009O
FUN_005321-T1	note	BUSCO:EOG092600NM
FUN_003007-T1	note	BUSCO:EOG092600S9
FUN_007929-T1	note	BUSCO:EOG092600SD
FUN_002011-T1	note	BUSCO:EOG092600SK
FUN_011250-T1	note	BUSCO:EOG092600T4
FUN_009499-T1	note	BUSCO:EOG092600T9
FUN_010696-T1	note	BUSCO:EOG092600W1
FUN_000993-T1	note	BUSCO:EOG092600X0
FUN_004225-T1	note	BUSCO:EOG092600XJ
FUN_005174-T1	note	BUSCO:EOG092601KZ
FUN_003820-T1	note	BUSCO:EOG092601YK
FUN_001651-T1	note	BUSCO:EOG0926025H
FUN_009241-T1	note	BUSCO:EOG09260274
FUN_001052-T1	note	BUSCO:EOG09260289
FUN_000088-T1	note	BUSCO:EOG092602BZ
FUN_011971-T1	note	BUSCO:EOG092602FH
FUN_006711-T1	note	BUSCO:EOG092602I6
FUN_005016-T1	note	BUSCO:EOG092602MO
FUN_000398-T1	note	BUSCO:EOG092602OP
FUN_008552-T1	note	BUSCO:EOG092602UY
FUN_005773-T1	note	BUSCO:EOG09260375
FUN_010526-T1	note	BUSCO:EOG092603D0
FUN_000408-T1	note	BUSCO:EOG092603EH
FUN_000207-T1	note	BUSCO:EOG092603JK
FUN_000194-T1	note	BUSCO:EOG092603KJ
FUN_002039-T1	note	BUSCO:EOG092603SM
FUN_005343-T1	note	BUSCO:EOG092603YJ
FUN_008566-T1	note	BUSCO:EOG0926047G
FUN_000297-T1	note	BUSCO:EOG09260492
FUN_009981-T1	note	BUSCO:EOG0926049A
FUN_006807-T1	note	BUSCO:EOG0926049S
FUN_003803-T1	note	BUSCO:EOG092604A0
FUN_003801-T1	note	BUSCO:EOG092604I8
FUN_002867-T1	note	BUSCO:EOG092604KQ
FUN_005676-T1	note	BUSCO:EOG092604MJ
FUN_000192-T1	note	BUSCO:EOG092604ML
FUN_006790-T1	note	BUSCO:EOG092604S1
FUN_002704-T1	note	BUSCO:EOG092604ZZ
FUN_007164-T1	note	BUSCO:EOG0926051U
FUN_004011-T1	note	BUSCO:EOG092605FC
FUN_006813-T1	note	BUSCO:EOG092605KN
FUN_000802-T1	note	BUSCO:EOG092605OK
FUN_001406-T1	note	BUSCO:EOG092605T6
FUN_000047-T1	note	BUSCO:EOG092605VL
FUN_010144-T1	note	BUSCO:EOG092605VU
FUN_009156-T1	note	BUSCO:EOG092605ZA
FUN_002690-T1	note	BUSCO:EOG092606AD
FUN_007120-T1	note	BUSCO:EOG092606AJ
FUN_008500-T1	note	BUSCO:EOG092606CY
FUN_007204-T1	note	BUSCO:EOG092606O3
FUN_000032-T1	note	BUSCO:EOG092606UX
FUN_000881-T1	note	BUSCO:EOG092606WZ
FUN_007950-T1	note	BUSCO:EOG0926071Q
FUN_000558-T1	note	BUSCO:EOG0926073O
FUN_009980-T1	note	BUSCO:EOG0926074Y
FUN_002648-T1	note	BUSCO:EOG09260779
FUN_003624-T1	note	BUSCO:EOG0926077L
FUN_004465-T1	note	BUSCO:EOG0926079Q
FUN_007180-T1	note	BUSCO:EOG092607OQ
FUN_001183-T1	note	BUSCO:EOG092607QZ
FUN_001227-T1	note	BUSCO:EOG092607ZS
FUN_009169-T1	note	BUSCO:EOG092608AE
FUN_002344-T1	note	BUSCO:EOG092608AV
FUN_006963-T1	note	BUSCO:EOG092608C4
FUN_007951-T1	note	BUSCO:EOG092608GK
FUN_007553-T1	note	BUSCO:EOG092608L0
FUN_002734-T1	note	BUSCO:EOG092608RH
FUN_010142-T1	note	BUSCO:EOG092608T8
FUN_003184-T1	note	BUSCO:EOG092608WI
FUN_001153-T1	note	BUSCO:EOG092608WU
FUN_011117-T1	note	BUSCO:EOG092608ZS
FUN_009817-T1	note	BUSCO:EOG0926092K
FUN_008344-T1	note	BUSCO:EOG09260931
FUN_000860-T1	note	BUSCO:EOG092609JB
FUN_003755-T1	note	BUSCO:EOG092609O9
FUN_007952-T1	note	BUSCO:EOG092609RF
FUN_002439-T1	note	BUSCO:EOG092609YT
FUN_003215-T1	note	BUSCO:EOG09260A27
FUN_009815-T1	note	BUSCO:EOG09260A6Q
FUN_002601-T1	note	BUSCO:EOG09260A98
FUN_006374-T1	note	BUSCO:EOG09260ABY
FUN_001980-T1	note	BUSCO:EOG09260AEC
FUN_011897-T1	note	BUSCO:EOG09260APA
FUN_001751-T1	note	BUSCO:EOG09260AQB
FUN_000785-T1	note	BUSCO:EOG09260AZA
FUN_009176-T1	note	BUSCO:EOG09260AZK
FUN_003598-T1	note	BUSCO:EOG09260AZM
FUN_006535-T1	note	BUSCO:EOG09260B3H
FUN_003634-T1	note	BUSCO:EOG09260B3X
FUN_002510-T1	note	BUSCO:EOG09260B65
FUN_001387-T1	note	BUSCO:EOG09260BFE
FUN_002808-T1	note	BUSCO:EOG09260BL6
FUN_011137-T1	note	BUSCO:EOG09260BRA
FUN_005351-T1	note	BUSCO:EOG09260BSW
FUN_004215-T1	note	BUSCO:EOG09260BYL
FUN_001636-T1	note	BUSCO:EOG09260BZ0
FUN_004020-T1	note	BUSCO:EOG09260C2V
FUN_001102-T1	note	BUSCO:EOG09260C5W
FUN_001733-T1	note	BUSCO:EOG09260CKC
FUN_003345-T1	note	BUSCO:EOG09260DBG
FUN_003512-T1	note	BUSCO:EOG09260DBG
FUN_001485-T1	note	BUSCO:EOG09260DFH
FUN_011248-T1	note	BUSCO:EOG09260DFJ
FUN_010906-T1	note	BUSCO:EOG09260DP1
FUN_001161-T1	note	BUSCO:EOG09260DUR
FUN_000918-T1	note	BUSCO:EOG09260DUW
FUN_001633-T1	note	BUSCO:EOG09260DXP
FUN_007117-T1	note	BUSCO:EOG09260E2O
FUN_001948-T1	note	BUSCO:EOG09260E8K
FUN_001059-T1	note	BUSCO:EOG09260EAZ
FUN_010146-T1	note	BUSCO:EOG09260EE7
FUN_006514-T1	note	BUSCO:EOG09260EOI
FUN_002668-T1	note	BUSCO:EOG09260EPQ
FUN_011681-T1	note	BUSCO:EOG09260EPS
FUN_006806-T1	note	BUSCO:EOG09260EQD
FUN_004647-T1	note	BUSCO:EOG09260ERO
FUN_006571-T1	note	BUSCO:EOG09260ETR
FUN_007300-T1	note	BUSCO:EOG09260EZT
FUN_006326-T1	note	BUSCO:EOG09260FFP
FUN_003172-T1	note	BUSCO:EOG09260FKU
FUN_005347-T1	note	BUSCO:EOG09260FL2
FUN_007315-T1	note	BUSCO:EOG09260FMW
FUN_002703-T1	note	BUSCO:EOG09260FX0
FUN_011452-T1	note	BUSCO:EOG09260FZZ
FUN_002402-T1	note	BUSCO:EOG09260GF5
FUN_001483-T1	note	BUSCO:EOG09260GIX
FUN_009970-T1	note	BUSCO:EOG09260GKG
FUN_006173-T1	note	BUSCO:EOG09260GOF
FUN_007654-T1	note	BUSCO:EOG09260GR8
FUN_008062-T1	note	BUSCO:EOG09260H6E
FUN_001332-T1	note	BUSCO:EOG09260H81
FUN_006947-T1	note	BUSCO:EOG09260HMA
